name,distance,moving_time,elapsed_time,total_elevation_gain,type,id,start_date_local,gear_id,average_speed,max_speed,average_cadence,average_heartrate,max_heartrate
Mainova Frankfurt Marathon ,44605.7,12882,12962,134,Run,2820947666,2019-10-27T10:02:37Z,g4644595,3.441,13.4,89.7,167.3,180
E8 Race Week,8065.5,2648,2648,21,Run,2814947891,2019-10-25T05:46:10Z,g4644586,3.046,4.6,85.3,152.1,159
Dress Rehearsal w/ 3km@MRP,10025.6,2998,3003,31.8,Run,2809995958,2019-10-23T05:42:30Z,g4644595,3.344,4.5,90,159.7,176
Morning Run @90% MRP,20033.4,6209,6278,55,Run,2802175740,2019-10-20T05:48:54Z,g4644586,3.227,4.6,89,157.2,168
Morning Run,10350.7,2846,2862,27,Run,2797369357,2019-10-18T05:46:43Z,g4644586,3.637,7,94.3,171.3,188
E8 Recovery ,8101.3,2726,2726,23,Run,2792458971,2019-10-16T05:43:41Z,g4644586,2.972,3.8,87,147.1,153
Morning Run w/ Intervals,10087.4,3004,3004,28,Run,2789828394,2019-10-15T05:42:47Z,g4644595,3.358,5.1,90.9,161.7,177
Morning Run,18158.8,5672,5698,45,Run,2784296993,2019-10-13T05:15:11Z,g4644586,3.201,4.7,90,156.2,170
Morning Run w/ Strides,13059.1,3850,3850,35,Run,2781467560,2019-10-12T05:35:16Z,g4644586,3.392,4.9,91.8,166,182
E8 Slow,8080.3,2677,2677,32,Run,2771627769,2019-10-08T05:46:05Z,g4644586,3.018,6.3,87.5,150,156
Evening Ride,0,1803,1803,0,Ride,2770819030,2019-10-07T20:32:54Z,,0,0,,107.5,134
Morning Run,10208.7,3042,3069,32,Run,2769283044,2019-10-07T05:44:32Z,g4644586,3.356,4.9,90.4,162.7,172
Morning Run,10207.5,3031,3066,35,Run,2761301805,2019-10-04T05:40:55Z,g4644586,3.368,4.8,90.1,158.3,170
On The Road Again - Regeneration ,10108.5,3117,3140,69,Run,2756174874,2019-10-02T05:47:00Z,g4644586,3.243,4.1,89.5,158.3,165
Berlin Marathon 2019,43043.9,13074,13096,121,Run,2749076104,2019-09-29T09:29:11Z,g4644595,3.287,6.5,89,168.3,186
Berlin Morning Run [Dahlem Loop],10097.3,3094,3117,27,Run,2740475655,2019-09-26T06:07:54Z,g4644586,3.264,4.3,89.6,158.2,167
Berlin Morning Run [Dahlem Loop],10192.3,3116,3130,32,Run,2735078417,2019-09-24T06:17:21Z,g4990035,3.271,4.7,90.7,155.5,162
Berlin Morning Run [Dahlem Loop],10182.6,2846,2850,28,Run,2729489613,2019-09-22T06:43:15Z,g4990035,3.578,5.5,93.7,166,180
Taper Morning Run [Dahlem Loop],10172.1,2994,2997,23,Run,2724083568,2019-09-20T06:11:23Z,g4990035,3.397,4.9,90.6,162.8,174
Taper Morning Run [Dahlem Loop],10201.2,3248,3248,30,Run,2715454537,2019-09-17T06:08:58Z,g4644586,3.141,6.6,88.3,151.7,159
Berlin Morning Run,20019.9,5996,6001,56,Run,2703844699,2019-09-13T05:07:12Z,g4644586,3.339,4.7,91.2,159.9,181
Berlin Morning Run,20076.7,6176,6263,53,Run,2701054692,2019-09-12T05:21:13Z,g4644586,3.251,6.1,90.2,156.4,170
Berlin Morning Run [Dahlem Loop],10142.3,2942,2956,27,Run,2695155878,2019-09-10T06:12:02Z,g4644586,3.447,4.9,91.9,158.5,171
Berlin Lunch Run,20025.8,6085,6324,55,Run,2687084054,2019-09-07T12:05:34Z,g4644595,3.291,5.2,91.5,154.8,164
Berlin Morning Run,20038,5936,5964,51,Run,2683826886,2019-09-06T05:18:25Z,g4644586,3.376,6.2,91.4,153.3,173
Easy Morning Run [Dahlem Loop],10255.6,3135,3163,25,Run,2681049745,2019-09-05T06:08:09Z,g4644586,3.271,6,89.2,151.2,159
Berlin Morning Run [Dahlem Loop],10183,2837,2837,29,Run,2675164031,2019-09-03T06:40:35Z,g4644586,3.589,5.3,92.8,161,181
Berlin Morning Run,30027,10362,10931,98,Run,2669607230,2019-09-01T08:08:09Z,g4880092,2.898,5,85.7,152.9,167
Berlin Morning Run,19921.7,6105,6105,51,Run,2660782324,2019-08-29T04:48:00Z,g4644586,3.263,4.6,90.5,155.9,174
Intervals (4x1000@4:10 -> 4:04 - 4:02 - 4:10 - 4:10) [Dahlem Loop],10275.8,2892,2919,27,Run,2657891455,2019-08-28T05:49:46Z,g4644586,3.553,5.5,92.3,164.1,182
Easy Morning Run [Dahlem Loop],10206,3114,3114,27,Run,2654807462,2019-08-27T05:46:57Z,g4644595,3.277,4.3,90.1,151.5,159
Berlin Morning Run [Dahlem Loop],10188.1,3013,3013,27,Run,2652080494,2019-08-26T05:45:18Z,g4644586,3.381,4.6,92.3,152.5,167
DNF Sportscheck Run,9382.5,2534,2534,27,Run,2649066127,2019-08-25T09:01:13Z,g4644595,3.703,5.7,91.5,175.3,186
Berlin Morning Run,20323.8,6206,6206,53,Run,2640233695,2019-08-22T04:40:10Z,g4644595,3.275,4.7,88.7,148.5,160
Berlin Morning Run [Dahlem Loop],10207.9,2988,2996,26,Run,2634228026,2019-08-20T05:46:39Z,g4644586,3.416,4.7,91.8,153.6,167
Berlin Morning Run [Dahlem Loop],10150.2,2798,2798,25,Run,2631543667,2019-08-19T05:52:51Z,g4644595,3.628,5.4,95.2,163.5,174
Berlin Morning Run,13515.9,4030,4129,51,Run,2628650308,2019-08-18T08:25:45Z,g4644586,3.354,4.8,90.6,159.4,182
Intervals (4x1000@4:10 -> 4:16 - 4:07 - 4:07 - 4:05) [Dahlem Loop],10124.5,2881,2881,22,Run,2622986623,2019-08-16T05:37:00Z,g4644595,3.514,4.7,91.8,163.7,180
Easy Berlin Morning Run [Dahlem Loop],10192.1,3056,3059,31,Run,2620085822,2019-08-15T05:46:36Z,g4644586,3.335,5.1,90.5,151.5,162
Berlin Morning Run 🐗,19836.2,5882,5887,52,Run,2617307845,2019-08-14T04:47:12Z,g4644586,3.372,5.1,90.6,156.1,181
Easy Morning Run [Dahlem Loop],10130.8,3076,3076,29,Run,2614239786,2019-08-13T05:38:13Z,g4644586,3.293,4.9,89.7,152.3,162
Berlin Morning Run [Dahlem Loop],10124.5,2778,2778,24,Run,2611620196,2019-08-12T05:43:41Z,g4644586,3.645,4.6,93.2,164.7,181
Berlin Morning Run,28311.7,8976,9024,88,Run,2603407510,2019-08-09T05:04:43Z,g4644595,3.154,6.1,87.4,152.8,176
Berlin Morning Run [Dahlem Loop],10130.7,2977,3022,26,Run,2600467574,2019-08-08T05:50:20Z,g4644595,3.403,5.1,92.6,158.6,180
Berlin Morning Run,19377.7,5998,5998,58,Run,2597612182,2019-08-07T04:58:42Z,g4644586,3.231,5.1,89,153.1,173
Berlin Morning Run [Dahlem Loop],10131.3,2864,2908,24,Run,2594594714,2019-08-06T05:51:01Z,g4644595,3.537,5.1,92.2,163.8,181
Berlin Morning Run [Dahlem Loop],10143.4,3075,3075,28,Run,2588557492,2019-08-04T05:53:24Z,g4644586,3.299,8.5,88.9,151.3,182
Berlin Morning Run [Dahlem Loop],10109.1,2876,2876,28,Run,2583179734,2019-08-02T05:52:48Z,g4644586,3.515,6,92.9,160.5,192
Easy Morning Run,19864.1,6157,6157,50,Run,2577472986,2019-07-31T04:52:14Z,g4644586,3.226,4.8,90.4,152.8,164
Easy Morning Run [Dahlem Loop],10085.5,3045,3057,28,Run,2574547230,2019-07-30T05:46:54Z,g4644586,3.312,5,90.3,158.3,192
Berlin Morning Run [Dahlem Loop],10100.8,2882,2904,27,Run,2571785221,2019-07-29T05:42:19Z,g4644595,3.505,5,93.7,168.2,185
Berlin Morning Run,28243.4,8774,8824,94,Run,2563752306,2019-07-26T05:04:40Z,g4644595,3.219,4.3,87.9,159.6,175
Berlin Morning Run,19220.7,5700,5700,57,Run,2558225598,2019-07-24T05:00:48Z,g4644586,3.372,4.9,90.6,162.3,186
Berlin Morning Run [Dahlem Loop],10083.2,2831,2859,25,Run,2552624462,2019-07-22T05:49:03Z,g4644595,3.562,5.4,94.5,167.4,178
Cool Down ,1332.5,418,418,0,Run,2549555116,2019-07-21T07:15:22Z,g4644595,3.188,4,86.1,156.3,162
Berlin Morning Run,17200.4,5061,5061,50,Run,2549555136,2019-07-21T05:46:25Z,g4644595,3.399,4.9,90.4,162.5,178
Berlin Morning Run [Dahlem Loop],10079.5,2860,2860,29,Run,2544418365,2019-07-19T05:48:43Z,g4644586,3.524,5.2,93.8,164,181
Berlin Afternoon Run,4260,1326,1341,23,Run,2542904110,2019-07-18T17:11:39Z,g4644586,3.213,4.6,85.7,162.5,171
Berlin Morning Run [Dahlem Loop],10031.6,2845,2845,25,Run,2538840484,2019-07-17T05:43:05Z,g4644586,3.526,4.8,93,165.7,183
Berlin Morning Run [Dahlem Loop],10030.8,2902,2902,30,Run,2535788877,2019-07-16T05:50:32Z,g4644595,3.457,7.3,92.6,166.7,179
Berlin Morning Run [Dahlem Loop],10124.9,2829,2829,25,Run,2527196546,2019-07-13T05:40:53Z,g4644595,3.579,5.2,93,165.2,183
Berlin Morning Run,19226.6,5580,5669,62,Run,2519449885,2019-07-10T05:06:13Z,g4002643,3.446,5.1,90.2,166.4,186
Berlin Morning Run [Dahlem Loop] Milestone Sub 4:30,10148.8,2713,2713,28,Run,2513676854,2019-07-08T05:45:01Z,g4644595,3.741,4.8,94.1,175.5,200
Berlin Morning Run [Dahlem Loop],10109.4,2784,2784,29,Run,2507691461,2019-07-06T05:51:22Z,g4644586,3.631,5,92,165.6,182
Berlin Morning Run [Dahlem Loop],10120.5,2748,2748,28,Run,2502527835,2019-07-04T05:44:31Z,g4644595,3.683,5.2,91.3,165.6,191
Baltrum Morning Run,10159.7,2865,2865,18,Run,2494194926,2019-07-01T05:46:33Z,g4002643,3.546,4.7,91.1,162.2,180
Baltrum Morning Run,10898,3279,3298,21,Run,2488669421,2019-06-29T05:37:54Z,g4002643,3.324,4.5,89.8,160.3,181
Baltrum Morning Run,10033.8,2883,2909,24,Run,2483821695,2019-06-27T05:37:35Z,g4002643,3.48,4.6,91.5,155.2,182
Baltrum Morning Run,10145.1,2905,2905,20,Run,2481095697,2019-06-26T05:40:01Z,g4002643,3.492,4.6,90.8,160.7,184
Baltrum Morning Run,10158.4,3043,3043,27,Run,2472965247,2019-06-23T09:36:13Z,g4002643,3.338,4,88.6,160.9,181
Baltrum Morning Run,10185.7,2946,2946,22,Run,2467564936,2019-06-21T07:44:59Z,g4002643,3.457,4.6,91.6,161.1,183
Baltrum Morning Run,7242.7,2217,2239,19,Run,2462363425,2019-06-19T09:22:38Z,g4002643,3.267,3.9,90.6,162.5,180
Baltrum Morning Run /w kit,12504.2,4102,4182,20,Run,2462278779,2019-06-19T07:48:59Z,g4002643,3.048,3.7,87.3,158.2,169
Baltrum Morning Run,10174,2997,3034,24,Run,2456724111,2019-06-17T07:35:03Z,g4002643,3.395,4.4,91,162.8,181
Trail & Street Mix,7553,2099,2099,21,Run,2454816907,2019-06-16T14:38:25Z,g4002643,3.598,4.5,92.1,168.8,182
Trail & Beach Run,8743.2,2686,2686,25,Run,2449556817,2019-06-14T17:35:59Z,g4002643,3.255,4,88.3,165.7,182
Morning Run [Dahlem Loop],10133.8,2945,2945,30,Run,2438137917,2019-06-10T06:10:14Z,g4002643,3.441,6.4,92.3,164.8,190
Morning Run [Dahlem Loop],10021.4,2847,2847,26,Run,2434942862,2019-06-09T06:13:23Z,g4002643,3.52,7.5,93.4,171.5,188
Morning Run [Dahlem Loop],10062.7,2792,2816,28,Run,2430010492,2019-06-07T06:08:40Z,g4002643,3.604,6,93.8,170,192
Morning Run,6928,2009,2018,26,Run,2424647849,2019-06-05T06:08:39Z,g3161333,3.448,4.8,92.9,169,185
Morning Run [Dahlem Loop],10066.1,2813,2824,28,Run,2405550932,2019-05-29T06:06:08Z,g3161333,3.578,5,94.5,169.5,202
